,title,link,image,author,discount,publisher,pubdate,isbn,description
0,"부동산 개발사업의 사업성검토 및 시행 (시행사, 시공사, 신탁사, 주택조합, 분양대행사, 금융권, 투자자를 위한)",https://search.shopping.naver.com/book/catalog/32456298819,https://shopping-phinf.pstatic.net/main_3245629/32456298819.20230801121337.jpg,박국규,34200,어드북스,20200215,9788958451433,"부동산 개발사업의 기획부터 분양까지 망라한 실전 매뉴얼

이 책은 주택사업의 첫걸음이라 할 수 있는 땅을 물색하는 방법부터 주택사업을 시행할 사업부지에 대한 매매계약을 체결하고 사업성을 검토하며, 시공사와 공사도급계약을 체결한 후 인허가를 진행하여 분양을 하고 입주자 사전점검을 하기까지의 과정과 사업성검토 시 정말 주의 깊게 살펴보아야 할 주요 리스크들을 알아보는 부동산개발사업 또는 주택사업에 관한 업무매뉴얼이다.

저자 박국규는 건설 관련 회사를 30년 넘게 다니면서 시공사, 분양대행사, 시행사에서 평직원부터 상무, 본부장, 대표이사 등을 역임했다. 부동산개발사업의 모든 부분에서 실무를 담당하고 진행한 살아있는 노하우가 이 책 한 권에 녹아있다. 시행사, 시공사, 신탁사, 주택조합, 재건축조합, 분양대행사, 금융권, 투자자는 물론이고 부동산 중개업소, 부동산 기획사, 부동산 컨설턴트 등 부동산과 관련된 모든 직종의 실무자와 결정권자의 책상에 있어야 할 필독서가 될 것이다."
1,상가투자학개론 (점포개발전문가가 들려주는),https://search.shopping.naver.com/book/catalog/32478446008,https://shopping-phinf.pstatic.net/main_3247844/32478446008.20221019105146.jpg,최재형^김민성,13500,좋은땅,20210802,9791138800815,"눈에 보이는 공실상가가 내 상가가 되지 말란 법은 없다.
이 책을 통하여 이제 내 상가는 내가 디자인해 보자!
상가투자는 절대로 쉽게 생각해서는 안 된다. 상가는 정해진 가격도 없고, 시세가 있더라도 편차가 상당히 커서 잘못 투자했다가는 쪽박 찰 가능성이 크다. 최악의 상황이 발생하더라도 대처할 수 있도록 상가의 기본개념부터 각종 사례를 통하여 스스로 상가 임대를 디자인할 수 있는 스킬을 전수하고자 한다."
2,한국의 1000원짜리 땅 부자들 (어제도 내일도 부자들은 다 이들 중에 나온다!),https://search.shopping.naver.com/book/catalog/32474722721,https://shopping-phinf.pstatic.net/main_3247472/32474722721.20230815080632.jpg,김장섭(조던),14400,트러스트북스,20170410,9791187993025,"서민들을 위한 소액 땅 투자!

『한국의 1,000원짜리 땅 부자들』은 한국 부동산의 최악의 시나리오와 최상의 시나리오를 제시해 어떤 시나리오에서도 살아남을 방법을 제시한 《대한민국 부동산의 미래》의 저자 김장섭과 땅 투자를 해온 재야의 고수 윤세영이 함께 쓴 책이다. 저성장 시대에 들어온 지금 은행 이자는 더 이상 우리의 미래를 보장하지 못하고, 부동산도 침체에서 벗어나지 못하고 있다. 그래서 저자들은 이러한 시대에 서민들이 소액으로 가장 안정적으로 투자할 수 있는 곳을 ‘땅’이라고 이야기한다. 책은 소액으로 투자할 수 있는 땅 투자를 사례와 함께 알기 쉽게 들려준다. 

많은 사람들이 땅 투자는 어렵고 큰돈이 필요하다고 생각한다. 그러나 저자들은 고정관념일 뿐이라고 단언한다. 은행에 저축 하듯 전국의 싼 땅을 찾아 매달, 매년 땅을 사가다 보면 정직한 땅은 반드시 효자로 돌아온다. 지가상승은 은행이자의 2-3배에 달하고, 공업단지나 도시지역으로의 편입을 통해 수십 배, 수백 배의 시세차익을 노릴 수 있다. 뿐만 아니라 땅은 어떻게 키워가느냐에 따라 얼마든지 좋은 땅으로 탈바꿈 시킬 수 있다. 때문에 좋은 땅을 얼마나 싸게 사느냐가 관건이 된다. 책은 어떻게 하면 땅 투자를 잘할 수 있는지 두 전문가의 예리한 시각으로 분석ㆍ제공하였고, 사례와 함께 사례 속에 등장하는 투자자들의 성공비결을 분석하여 독자들의 가려운 부분을 시원하게 긁어주었다. 또한, 향후 땅 가격의 미래와 유망한 지역을 수록했다."
3,신 용산시대 (용산을 알면 돈이 보인다),https://search.shopping.naver.com/book/catalog/32618060649,https://shopping-phinf.pstatic.net/main_3261806/32618060649.20230110162832.jpg,손동우^정석환^유준호,18000,매일경제신문사,20220607,9791164844241,"“경제·문화·교통의 중심 용산, 이제 첫 단추는 끼웠다!”
개발 현장을 누빈 기자들이 꼽은 용산시대 유망 부동산 투자지역까지

전망대를 갖춘 높이 620m, 111층의 초고층 업무시설과 초고층 건물 23개가 빼곡히 들어서는 국제업무지구는 서울의 새로운 마천루가 된다. 여의도 면적 규모의 공원은 복잡한 서울의 숨통을 틔울 '도심의 허파'다. 경제 발전의 상징으로 시민들의 발을 자처해 온 녹슨 철로는 지하 공간으로 옮겨 가고, 동서로 양분됐던 지역은 드디어 하나가 된다. 한남동과 이촌동 일대 노후 주택은 초고층 신축 아파트 단지로 탈바꿈한다.
대통령실이 용산에 둥지를 새로 틀면서 용산은 명실공히 대한민국 ‘정치 1번지’가 됐다. 하지만 용산의 변신은 이제부터 시작이다. 그동안 여러 이유로 멈춰왔던 ‘용산 개발의 시계’가 다시 움직일 수 있다는 기대감이 커지고 있다. ‘도시 경쟁력이 곧 국가 경쟁력’이라는 구호아래 용산 개발을 통해 서울의 도시경쟁력을 끌어올리자는 목소리가 힘을 얻고 있기 때문이다.
이 책은 국가 경쟁력 강화를 위한 글로벌 도시 전쟁의 현장을 밀도 있게 조명하고, 용산 개발의 시계를 다시 움직이게 할 전략을 담았다. 구체적으로는 용산이 품고 있는 경제·문화·교통의 잠재성을 폭발시켜 대한민국의 경쟁력을 키워나갈 정치·경제·문화의 전진기지로 만드는 5대 전략을 제안한다.
이 책은 국토부, 서울시, 개발현장 등을 오랜 기간 취재 중인 기자들이 집필했다. 도시계획 기법과 정책 등 원론적인 내용뿐만 아니라 실제 개발현장에서 보고 느낀 경험 등이 녹아 있어 도시계획·개발 전문가는 물론 서울 유망 부동산 투자지역을 찾는 사람들에게도 도움이 될 것으로 기대한다."
4,경매야 놀자 (최신 개정판),https://search.shopping.naver.com/book/catalog/32466600654,https://shopping-phinf.pstatic.net/main_3246660/32466600654.20240305082732.jpg,강은현,21600,서원북스,20150425,9791195321810,『경매야 놀자』는 경매초보 시절부터 대학 등 각종 교육기관에서 경매강의를 하는 동안 가슴 절절이 느꼈던 어떻게 하면 쉽고 재밌게 경매를 할 것인가에 대한 화두의 답변이다. 실전 경매시 가장 요긴한 부분을 기초와 실무 그리고 마무리로 묶고 최신 지견과 판례를 반영하여 완전 개정에 가까울 정도로 대대적인 개편을 하였다. 기술의 전제는 경매 권리분석은 어렵고 복잡하다는 고정관념을 깨트리기 위해 첫 입문자도 재밋고 쉽게 원리를 이해할 수 있도록 사례 중심으로 엮었다. 또한 중급자는 다양한 경우의 수를 통해 응용력을 기를 수 있도록 대법원 판례 등 기술의 논거를 제시했다.
5,"맹지 탈출 노하우 건축과 도로 (공인중개사, 토지투자자, 기업체 부동산 담당자를 위한 필수도서)",https://search.shopping.naver.com/book/catalog/32462374758,https://shopping-phinf.pstatic.net/main_3246237/32462374758.20221019115439.jpg,서영창,25200,맑은샘,20201125,9791157784660,"《맹지탈출 노하우 건축과 도로》는 2017년 출간되어 그동안 건축 허가 및 개발행위 허가에서 진입로 문제로 어려움을 겪고 있는 많은 분들로부터 좋은 평을 받았다. 이에 저자(著者)는 이 책의 내용 전부를 유튜브에 무료로 공개한 후에, 다시 그동안 개정된 법령과 맹지 탈출의 법률적 근거를 제시한 개정판을 출간하게 되었다. 
또한 디디알 카페에 독자들께서 질문한 내용에는 성의껏 답변하였고, 맹지 탈출에 도움이 되는 대법원 판례 등을 많이 올렸다. 그리고 허가권자의 재량권 때문에 힘들어하고 있는 개별상담 130여 건은 그 해결을 위한 법조문, 국토부 유권 해석, 대법원 판례 등을 제시하였으며, 그 상담 내용을 강의 형식으로 유튜브에 공개하였다. 이번 30여 가지 중요한 내용이 보충된 개정판으로 공부하면 건축허가 신청자, 건축사, 토목기사, 허가 관련 공무원의 허가 실무에 큰 도움이 될 것이다."
6,"신탁공매 투자의 비밀(2021) (100세 시대, 아는 만큼 부자되는)",https://search.shopping.naver.com/book/catalog/32458140872,https://shopping-phinf.pstatic.net/main_3245814/32458140872.20221019140534.jpg,김동희,34200,채움과 사람들,20201207,9791188541256,"당신이 몰랐던 신탁공매만의 모든 것을 알려 주는 국내 최초 도서이다!
 이 책은 신탁공매의 다양한 사례와 특수한 사례에서 어떻게 분석하고 입찰하면 성공할 수 있나를 알려 주는 책이다.

국내 최초이자 유일하게 기술되어 있는 신탁공매 투자와 실무 관련 도서이다. 신탁공매 시장은 얼마 전까지만 해도 소수만이 알고 투자해서 고수익을 올리던 부동산 재테크 시장이었다. 그런데 2019년부터 신탁공매가 뜨고 있다. 아마도 경매보다 나은 공매, 그중에서도 신탁공매가 더 높은 수익을 가져다주기 때문일 것이다. 그래서 최근 신탁공매 부동산에 투자하기 위해서 권리분석을 요청하는 분들이 부쩍 증가하고 있다.

  그래서 필자가 그동안 공매로 낙찰 받아 성공한 사례를 가지고 신탁공매 투자의 비밀 책을 2017년 11월에 출간했다. 이 책은 독자 분들의 사랑에 힘입어 재고가 소진되어, 2021년 개정된 세법에 따른 절세 방법을 추가하여, 2020년 12월 개정판 2쇄를 출간하게 되었다. 부동산 투자의 기본은 세금 절세에 있기 때문에 2021년 개정된 세법에 따라 개인 또는 법인 명의로 취득해서 팔 때까지 부담하게 되는 취득세, 양도세, 법인세, 재산세, 종합부동산세를 초보자도 알기 쉽게 정리해 놓은 것이 특징이다."
7,감정평가에 이의 있소! (감정평가사는 당신의 부동산 가치를 모른다),https://search.shopping.naver.com/book/catalog/43438577621,https://shopping-phinf.pstatic.net/main_4343857/43438577621.20231026100237.jpg,정석,15750,두드림미디어,20231101,9791193210253,"현직 감정평가사가 직접 쓴 
감정평가 대처 꿀팁 다수 수록

감정평가 제도가 유용한 역할을 하고 있는 것은 사실이지만, 한계가 있는 것 또한 사실이다. 대한민국의 현실에서는 감정평가사의 세심하지 못한 감정가격이 누군가의 재산의 가치를 결정해버리는 경우가 많다. 현실적으로 감정평가액이 한번 나와버리면 바꾸기가 매우 어렵기 때문이다. 감정평가가 생활에서 미치는 영향은 매우 강력할 수 있다. 그래서 우리는 감정평가, 그리고 그에 대처하는 방법에 대해 잘 알아야 하며, 감정평가 결과에 이의를 제기할 수 있는 식견을 갖춰야 한다. 결국 내 재산의 진정한 가치를 가장 잘 알고 변호할 수 있는 사람은 나 자신이지, 감정평가사가 아니기 때문이다. 

이 책은 감정평사가로 오랜 시간 활동해온 지은이가 많은 사람들의 재산을 지킬 수 있도록 도움을 주고자 썼다. 전문가의 영역이라고 쉽게 포기하기 쉬운 감정평가의 프로세스, 감정평가 결과가 나왔을 때의 대처 방안, 결과에 이의를 제기하는 방법 등을 사례를 통해 이해하기 쉽게 알려준다. 소중한 내 재산의 가치를 제대로 평가받기 위한 것은 물론, 변호사 보수, 사적 감정평가를 위한 각종 비용 등을 절감하기 위해 감정평가를 공부하려는 일반인을 위한 책이 시중에서는 찾기 힘들었던 만큼 반가운 책이 아닐 수 없다."
8,경매 교과서 (생초보도 쉽게 따라 할 수 있는 경매),https://search.shopping.naver.com/book/catalog/32464584734,https://shopping-phinf.pstatic.net/main_3246458/32464584734.20230131162640.jpg,안정일,15300,지상사,20210310,9788965023005,"경매에 입문한 지 16년, 강의를 시작한 지 12년
왕초보도 쉽게 이해하는 경매 입문서 발간

경매를 할 때, 꼭 어렵고 복잡한 물건을 해야 내가 마치 무언가 대단한 걸 한 듯이 느끼는데, 그게 아니라는 걸 강조하고 싶습니다. (권리분석이) 쉬운 물건, 누구나 덤빌 수 있는 평범한 물건을 가지고도 수익을 낼 수 있습니다. 저의 16년 경매 경험과 336 카페를 통해 배출된 수많은 수강생들이 증명하고 있습니다. 우리가 공부를 깊게 하면 ‘사시(?)’에 합격해 버립니다. 우리의 목표는 사시 합격이 아닙니다. 그냥 경매만 하면 됩니다. 이 책이 경매하는데, 필요충분조건 한 책이 될 것이라고 자부합니다. 이 이상 알 필요도 없고, 더이상 공부할 필요도 없어요. 딱 이 정도만 하세요. 그러면 충분합니다. 내가 아직도 모르는 것 같고, 뭔가 계속 더 공부해야만 할 거 같은 그런 불안감을 떨쳐버리기 바랍니다. 이 책의 내용만 충분히 숙지하면 경매하는데 아무런 위험이 없을 겁니다. 자신을 갖되, 그러나 자만하지 말고, 천천히 한 발짝씩 도전해 보기 바랍니다. 모쪼록 이 책을 읽는 모든 분들께 대박의 기운이 함께 하길 기원합니다."
9,상가투자 바이블 (이론과 사례를 아우르는 철저한 상가실무 지침서),https://search.shopping.naver.com/book/catalog/32457867166,https://shopping-phinf.pstatic.net/main_3245786/32457867166.20230131164010.jpg,최원철,24300,상가몽땅,20190708,9791196747701,"“상가 투자 전 반드시 읽어야 하는 책”
“9년 상가전문가가 직접 전국의 상권답사를 통해 얻은 결론”

「최원철의 상가투자 바이블」은 상가투자에 대한 기본서이다. 
인터넷이나 언론매체 나온 내용들을 정리한 것이 아니라, 저자가 직접 전국의 상권을 돌며 분석하여 얻은 결론을 기술한 책으로, 상가투자자들에게 기준이 될 수 있는 내용을 담았다. 또한 상가투자에 필요한 상가임대차, 상가투자의 함정, 세금 등도 기술하여 이 한권이면 상가에 대한 전반적인 내용을 알 수 있도록 관련 내용을 총 망라하였다."
0,경매기술 TOP 시크릿 (부동산 경매 특수권리분석의 필독서),https://search.shopping.naver.com/book/catalog/32487786137,https://shopping-phinf.pstatic.net/main_3248778/32487786137.20230718122838.jpg,정충진,22500,행꿈사,20150430,9791195476510,"『경매기술 TOP 시크릿』은 부동산 경매 전문로펌 법무법인 열린의 대표 변호사이자 부동산 경매 카페인다음카페[행꿈사(http://cafe.daum.net/aliveauction/)]의 운영자인 정충진 변호사가 특수권리분석에 도전하고자 하는 경매인들을 위하여 펴냈던 《부동산경매 실전강의1,2》의 개정판이다. 상세한 문제해결과정에 대한 설명 없이 임기응변식 대응을 나열한 책은 읽고 나면 기억에 전혀 남지 않지만 본서는 곁에 두고 항상 참고할 수 있는 책으로서 전혀 부족함이 없다."
1,퍼펙트 경매,https://search.shopping.naver.com/book/catalog/32506908623,https://shopping-phinf.pstatic.net/main_3250690/32506908623.20240723091312.jpg,현문길,22500,부연사,20191120,9788984659216,"이 책은 내용이 화려하지도 않습니다. 그저 이 책은 기본에 충실한 내용의 책일 뿐입니다. 결국 기본에 충실한 투자자만이 수익성 있는 물건을 찾을 수 있고 돈 벌 수 있습니다.
경매는 어려운 시장입니다. 경매절차와 시장흐름에 대해 깊이 생각하고 탐구하시길 권합니다. 생각하고 탐구함에 따라 경매전문가로서 완전한 경지에 바짝 다가설 때 비로소 경매시장에서 승자가 될 것입니다."
2,최신 부동산학의 이해 (자산관리전략 에센스),https://search.shopping.naver.com/book/catalog/32505099141,https://shopping-phinf.pstatic.net/main_3250509/32505099141.20221019150928.jpg,서진형^권대중,24300,부연사,20180810,9788984658875,▶ 부동산학의 이해에 관한 내용을 담은 전문서적입니다.
3,내집마련 프로젝트,https://search.shopping.naver.com/book/catalog/33091086624,https://shopping-phinf.pstatic.net/main_3309108/33091086624.20221227202925.jpg,이희성,5310,김영사,20070105,9788934923930,"내 집 마련 꼼꼼 가이드북. 새로 바뀐 부동산 제도를 일목요연하게 정리하고, 청약부터 분양, 매매, 재개발, 재건축까지 주택 사고팔기의 모든 것을 담았다...."
4,경매의 정석: 입문/기초심화편 (입문/기초심화편),https://search.shopping.naver.com/book/catalog/43492396632,https://shopping-phinf.pstatic.net/main_4349239/43492396632.20231028070919.jpg,오천조,27000,창조와지식,20231031,9791160036428,"부동산을 재테크하고자 희망하는 사람에게는 부동산경매는 필수이다. 
경매는 국가가 운영하는 부동산대형할인마트로서 안전성을 바탕하고 가장 싸게 사서 고수익을 낼 수 있는 투자방법이 경매이다. 
부동산의 미래가치 예측은 도시계획에 바탕한다. 
기초적 용어와 권리분석에 한정하지 않고 도시계획을 바탕한 미래가치 예측을 학습할 수 있도록 편찬하였다. 
종자돈으로 소액투자하여 워라벨을 달성할 수 있는 방법도 실었다. 
시대적 정권별 흐름을 파악하여 투자할 수 있는 방법과 토지의 제한요건을 이해하여 투자할 수 있는 발상의 전환 방법도 수록하였다. 
투자할 수 있는 방법을 제시하였다."
5,부동산 경매 처음공부 (부동산 경매는 실전이다!),https://search.shopping.naver.com/book/catalog/32487158657,https://shopping-phinf.pstatic.net/main_3248715/32487158657.20240206080740.jpg,설춘환,15300,이레미디어,20190115,9791188279326,"부동산 경매는 실전이다! 
대한민국 최고 배터랑 설춘환 교수의 한 권으로 끝내는 부동산 경매의 모든 것!  

경매는 이론과 실전을 따로 분리할 수 없다. 이론에만 집착하거나 실전만 강조해서는 경매라는 시장에서 승리하기 어렵다. 다시 말해 이론과 실전이 잘 어우러질 때 성공할 수 있는 재테크 분야라는 것이다. 많은 사람의 이러한 고민을 한 번에 해결해 줄 책이 바로 《부동산 경매 처음공부》이다. 저자 설춘환 교수는 부동산 경매 직접 투자 24년, 강의 경력 20년으로 대한민국 경매 수업 최고의 원탑이다. 경매를 공부하는 사람이 ‘진짜’ 궁금해하는 이론과 풍부한 사례만 쏙쏙 뽑아 책에 담았다. 게다가 권리분석부터 임장, 대출과 명도, 세금까지 전체를 다루어 《부동산 경매 처음공부》 한 권으로 경매를 마스터할 수 있다. 또한 책 말미에는 부동산 경매정보 사이트 ‘부동산태인’의 15일 전국 경매정보서비스를 무료로 이용할 수 있는 쿠폰을 넣었다. 이를 이용해 직접 경매 물건을 찾아보고 실전 감각을 쌓을 수 있다."
6,부동산관리론 (최신전정판),https://search.shopping.naver.com/book/catalog/33434963843,https://shopping-phinf.pstatic.net/main_3343496/33434963843.20230321161917.jpg,이창석,29100,신광문화사,20100115,9788974323288,『부동산관리론』은 부동산 관리에 있어서 총론이라 할 수 있는 영역과 각론적인 것이라 할 수 있는 영역을 한 데 묶었다. 각종 부동산 전문직 경험을 준비하거나 부동산에 관한 관리활동을 하는 실무가들까지 제반 부동산관계를 쉽게 이해할 수 있도록 돕는다.
7,부동산투자론,https://search.shopping.naver.com/book/catalog/34705873642,https://shopping-phinf.pstatic.net/main_3470587/34705873642.20221019135837.jpg,장희순^김성진,22500,부연사,20220914,9788984659995,"부동산은 시간적, 공간적인 개념에서 보면 정체되어 있지 않고 계속적으로 유동하는 것임을 알 수 있다. 어제의 농지가 오늘은 택지로, 그 택지가 내일에는 도시토지로 변모되어 가는 과정을 보아도 부동산은 정체되지 않고, 계속적으로 효용가치를 증가시키면서 발전하고 있다. 따라서 부동산투자는 이러한 일련의 과정속에서 어느 곳에, 어떤 시간에, 어떠한 방법으로 어느 정도의 수익을 예측하고, 행동할 것인가를 판단하고 결정하기 위한 경험을 바탕으로 미래를 분석하는 지적인 게임인 것이다."
8,MK에디션 재건축 임장노트 (한 권으로 끝내는 재건축 투자),https://search.shopping.naver.com/book/catalog/43292334621,https://shopping-phinf.pstatic.net/main_4329233/43292334621.20231018091404.jpg,정다운,18000,매일경제신문사,20231024,9791164846238,"헌 집을 보면 새집으로 가는 길이 보인다!
미래가치 높은 집 찾아내는 효율적인 가이드 북

""헌 집을 보면 새집으로 가는 길이 보여요!""
서울은 지금 헌 집, 낡은 집 때문에 곤욕입니다. 그런데 부동산 공부를 하는 사람들은 압니다. 좋은 집은 이 헌집과 낡은 집에서 나온 다는 것을! ""그런데 아직도 남들 말만 듣고 투자하나요?"" 재건축, 신문기사로만 공부하기 어렵다고요? 〈재건축 임장노트〉와 서울 한 바퀴 둘러보세요. 새 집으로 탈바꿈할 아파트가 한눈에 들어옵니다.

★ 눈여겨 볼 서울 재건축 지역 25곳 전격 해부 ★
★ 서울의 입지 좋고 학군 좋은 재건축 단지 ★
★ 향후 좋은 새집이 될 헌 집 리스트 ★
★ 진정성 있는 투자자에게 꼭 필요한 알찬 정보 ★"
9,대체 박선배는 어떻게 저 많은 돈을 버는 걸까? (부동산 고수와의 대화를 통해 찾아낸 부의 길),https://search.shopping.naver.com/book/catalog/43348693618,https://shopping-phinf.pstatic.net/main_4334869/43348693618.20231022070926.jpg,트윈팝,16200,메이트북스,20231025,9791160024135,"돈 좀 벌어본 ‘부자 선배’가 가르쳐주는 
현실적이고도 친절한 부동산 강의!

5년 전에 집을 살 수 있던 돈이 지금은 전셋값도 되지 않는 현실! 이토록 험난한 부동산시장에서 평범한 2030세대가 살아남아 내 집 마련을 하려면 어떻게 해야 할까? 이 책은 대한민국의 흙수저 사회초년생을 대표하는 ‘우현’의 성장기를 통해 2030 무주택자들의 고충을 생생히 담아내고, 큰돈 없는 초보자도 실행 가능한 부동산 접근법을 알려준다. 물려받은 재산 하나 없이 오롯이 혼자 부를 일구어야 하는 청년들의 현실을 감안해 저자는 너무나 현실적인 부동산 이야기를 들려주며, 나아가 지금 당장 실천 가능한 부동산 투자법을 다룬다. 게다가 이 친절한 부동산 입문서는 소설 형식으로 되어 있어 딱딱한 자기계발 도서와 달리 매우 흥미롭게 읽힌다. 
의식주의 ‘주’에 해당하는 부동산은 외면하고 싶어도 결코 외면할 수 없는 불가항력의 자산이다. 누구나 자가, 전세, 월세 중 하나의 유형에는 무조건 참여할 수밖에 없는 강제적인 시장이 형성되어 있기 때문이다. 하지만 꼬마머니를 가진 2030세대는 이러한 부동산시장에 뛰어들기가 무척 어렵다. 아직 ‘충분한 돈’이 없기 때문이다. 이미 자산을 이룬 사람의 투자방식과 이제 막 시작하는 2030세대의 투자방식은 엄연히 다르다. 돈 없고 집 없는 2030세대가 자신들의 상황에 맞는 투자법을 찾아 실행해야 하는 이유다. 이에 ‘우현’의 부동산 선생님인 ‘박선배’는 돈이 적은 젊은 세대에게 적합한, 이른바 ‘없는 자’를 위한 부동산 투자법을 전수한다. 서울(특히 강남) 부동산, 신축, 소형평수, 입지가 좋은 곳만 좇도록 하는, 뻔한 부동산투자 시각에서 벗어나 새로운 투자 가능성을 모색한다. ‘박선배’가 설명하는 5단계의 성공방정식과 LPS공략법, 부동산 4감(시세·접근·입지·투자의 감) 잡는 법, 하이리턴에 매혹되기보다 하이리스크를 경계하는 투자마인드 등을 내 것으로 만들어보자. 잃지 않는 투자를 강조하는 그의 철학을 습득하면 부동산이 그저 어렵고 두려운 2030세대라도 안전하게 재테크를 지속할 수 있을 것이다. ‘부자 선배’의 알짜배기 부동산 재테크 수업을 따라 내 집 마련은 물론, 인생역전을 향한 희망의 주로에 올라설 수 있길 바란다."
0,부동산금융론 (제2판),https://search.shopping.naver.com/book/catalog/34145402625,https://shopping-phinf.pstatic.net/main_3414540/34145402625.20221228072928.jpg,장희순^김성진,22500,부연사,20220823,9788984659957,"이번 제2판에서는 초판에서 반영하지 못했던 부동산개발금융의 중요한 수단으로서 큰 역할을 했던 프로젝트금융투자회사(PFV)를 반영하였다. 한편, 아파트가격 상승에 따라 가입이 증가하고 있는 주택연금에 대하여 신탁등기제도, 미국과 홍콩 등 외국의 주택연금제도 및 주택연금가입대상자 들의 주택연금에 대한 태도 등을 보완하였다."
1,부자가 되려면 청약에 미쳐라 (부동산 부자들이 분양권에 목숨 거는 이유),https://search.shopping.naver.com/book/catalog/43295349625,https://shopping-phinf.pstatic.net/main_4329534/43295349625.20240724071509.jpg,쇼킹부동산,19800,SG연구소,20231020,9791186152348,"20년 만에 최고의 기회가 쏟아진다.
분양권으로 인생을 바꾸세요.

집이 있든 없든 청약에 미쳐라
청약에 숨겨진 엄청난 비밀이 있습니다.
이 비밀을 아는 사람은 이것을 이용해 큰 부자가 되었습니다.
왜 무주택자, 유주택자 모두 청약에 미쳐야 할까요?
이 서적 한 권에 이제부터 청약 박사가 되어야 하는 이유를 담았습니다.

미래의 판교, 광교 집주인 되세요.
수도권 지역에 역대급 공급이 쏟아집니다.
100만 호 공급 물량 안에 보석이 숨겨져 있습니다.
이런 보석을 잡는다면 여러분의 인생은 달라집니다.
미래의 판교, 위례의 주인이 되세요.

분양권 투자의 큰 장이 열린다.
2023년 말부터 알짜 분양 단지들의 분양권 전매가 가능해집니다.
분양권 전매는 최고의 투자 기회이자 내 집 마련 기회입니다.
어떤 단지의 전매 제한이 풀리고 어떤 장점이 있는지 꼭 확인하세요.

확 바뀐 청약 제도
청약 당첨의 시작은 정확한 청약 제도의 이해입니다.
2023년 상반기 청약 제도의 대대적인 개편이 이루어졌습니다.
바뀐 청약 제도에서 본인에게 유리한 청약 전략을 세워야 합니다.
새로운 청약 제도의 모든 것을 수록했습니다."
2,아파트 매도의 기술 (매수는 기술이고 매도는 예술이다),https://search.shopping.naver.com/book/catalog/42799495659,https://shopping-phinf.pstatic.net/main_4279949/42799495659.20231004072419.jpg,라비에르,19800,새로운제안,20231023,9788955336450,"아파트 매도 시 수익을 극대화할 수 있는 매도의 기초 바이블

언제 부동산을 사고 언제 팔아야 하는지에 대한 고민은 현재를 살고 있는 모든 사람들에게 영원한 숙제라고 할 수 있다. 매수와 매도 중에서 무엇이 더 중요하고 더 어려울까? 
정답은 매도이지만 대부분의 사람들은 싸게 사는 것에만 집중하기 때문에 얼마를 남기고 파느냐에 대한 생각을 미처 하지 못한다. 그리고 매수에 대한 자료나 도서들은 흘러넘치지만 매도에 대한 자료나 도서들은 찾아보기 힘들다. 

이 책은 투자 세계에 첫발을 내딛은 초보부터 매도를 어려워하는 많은 독자들을 대상으로 매도에 밀접한 영향을 끼치는 심리 분석, 부동산 사이클 분석, 절세 전략과 더불어 아파트 인테리어에 대한 내용으로 구성되어 있다. 단순 후기 위주의 책이 아니라 성공적인 매도를 위해 꼭 알고 있어야 하는 것들을 설명하고 있으며 기술적인 분석을 통한 체계적인 영역까지 다루고 있다. 

부동산 투자에서 꾸준히 수익을 얻기 위해서는 매도에 대한 전반적인 내용들을 꿰뚫고 있어야 하는데 이 책은 스스로 상황을 분석하고 실제 상황에 적용할 수 있는 실용적인 내용으로 구성되어 있다."
3,알면 돈이 되는 부동산 실무이야기 필수체크 43,https://search.shopping.naver.com/book/catalog/43272483619,https://shopping-phinf.pstatic.net/main_4327248/43272483619.20231017083242.jpg,이정민,34200,에듀에프엠,20231017,9791161701738,"“필수체크 43은 등대입니다”

누구에게나 어떤 일을 처음으로 하게 되는 순간이 있습니다. 아이가 태어나, 기고, 일어서고, 처음 걸음을 내딛는 것을 보는 일은 감격스럽습니다. 이제는 능수능란하게 다루게 된 일이라도 처음의 순간에 느꼈던, 설렘과 두려움이 뒤섞여 있던 감정은 우리들의 기억 속에 남아 있습니다. 여러분은 부동산중개업이라는 거친 바다에 띄운 종이배와 같습니다. 언제 침몰할지 알 수 없지요. 하지만 종이배도 망망대해를 건널 수 있습니다. 침몰할 듯 침몰할 듯 침몰하지 않고 나아가는 종이배한테는 등대가 있기 때문이지요. 여러분들 보다 조금 앞선 제가 여러분의 등대가 되겠습니다. 여러분들과 같은 초보시절에 경험한 실무를 가지고 편안한 등대가 되려합니다. 등대가 되어 여러분의 갈 곳을 환하게 비추어 드리겠습니다. 그 불빛이 여러분들을 외면하지 않는다고 생각하십시오. 자기 자신에게 가장 큰 스승은 바로 자기 자신입니다. 가장 바람직한 스승인 자신을 믿고, 저의 불빛을 따라 오십시오."
